"Gets a list of SKUs available for your VM scale set, including the minimum and maximum VM instances allowed for each SKU",vmss list-skus
Reimage VMs within a VMSS,vmss reimage
Perform maintenance on one or more virtual machines in a VM scale set,vmss perform-maintenance
Restart VMs within a VMSS,vmss restart
Change the number of VMs within a VMSS,vmss scale
Get details on VMs within a VMSS,vmss show
Start VMs within a VMSS,vmss start
Power off (stop) VMs within a VMSS,vmss stop
Update a VMSS,vmss update
Upgrade VMs within a VMSS,vmss update-instances
Place the CLI in a waiting state until a condition of a scale set is met,vmss wait
Enable diagnostics on a VMSS,vmss diagnostics set
Show the default config file which defines data to be collected,vmss diagnostics get-default-config
Attach managed data disks to a scale set or its instances,vmss disk attach
Detach managed data disks from a scale set or its instances,vmss disk detach
Encrypt a VMSS with managed disks,vmss encryption enable
Disable the encryption on a VMSS with managed disks,vmss encryption disable
Show encryption status,vmss encryption show
Delete an extension from a VMSS,vmss extension delete
Show details on a VMSS extension,vmss extension show
Add an extension to a VMSS or update an existing extension,vmss extension set
List extensions associated with a VMSS,vmss extension list
Gets a virtual machine extension image,vmss extension image show
Gets a list of virtual machine extension image types,vmss extension image list-names
Gets a list of virtual machine extension image versions,vmss extension image list-versions
List the information on available extensions,vmss extension image list
Gets all network interfaces in a virtual machine scale set,vmss nic list
Gets information about all network interfaces in a virtual machine in a virtual machine scale set,vmss nic list-vm-nics
Get the specified network interface in a virtual machine scale set,vmss nic show
Cancels the current virtual machine scale set rolling upgrade,vmss rolling-upgrade cancel
Gets the status of the latest virtual machine scale set rolling upgrade,vmss rolling-upgrade get-latest
Starts a rolling upgrade to move all virtual machine scale set instances to the latest available Platform Image OS version,vmss rolling-upgrade start
Manage Azure Container Registries for private registries within Azure,acr
Manage login credentials for Azure Container Registries,acr credential
Manage repositories (image names) for Azure Container Registries,acr repository
Manage webhooks for Azure Container Registries,acr webhook
Manage replications of Azure Container Registries across multiple regions,acr replication
"Manage build definitions, which can be triggered by git commits or base image updates",acr build-task
Manage Azure Container Services,acs
Commands to manage a DC/OS-orchestrated Azure Container Service,acs dcos
Commands to manage a Kubernetes-orchestrated Azure Container Service,acs kubernetes
Manage Azure Kubernetes Services,aks
Manage Azure Advisor,advisor
Manage Azure Advisor configuration,advisor configuration
Review Azure Advisor recommendations,advisor recommendation
Manage Azure Media Services resources,ams
Manage Azure Media Services accounts,ams account
Manage secondary storage for an Azure Media Services account,ams account storage
Manage service principal and role based access for an Azure Media Services account,ams account sp
Manage transforms for an Azure Media Services account,ams transform
Manage transform outputs for an Azure Media Services account,ams transform output
Manage assets for an Azure Media Services account,ams asset
Manage jobs for a transform,ams job
Manage streamings for an Azure Media Services account,ams streaming
Manage streaming locators for an Azure Media Services account,ams streaming locator
Manage streaming policies for an Azure Media Services account,ams streaming policy
Manage streaming endpoints for an Azure Media Service account,ams streaming endpoint
Manage App Service plans,appservice
Manage web apps,webapp
Manage webapp authentication and authorization,webapp auth
(PREVIEW) manage webapp's managed service identity,webapp identity
(PREVIEW) manage functionapp's managed service identity,functionapp identity
Configure a web app,webapp config
Configure web app settings,webapp config appsettings
Manage a web app's connection strings,webapp config connection-string
Manage web app container settings,webapp config container
Configure SSL certificates for web apps,webapp config ssl
Manage web app deployments,webapp deployment
Manage web app deployment slots,webapp deployment slot
Manage web app logs,webapp log
Manage container-based continuous deployment,webapp deployment container
Manage user credentials for deployment,webapp deployment user
Manage web app deployment via source control,webapp deployment source
Manage traffic routing for web apps,webapp traffic-routing
Manage app service plans,appservice plan
Configure hostnames for a web app,webapp config hostname
Manage backups for web apps,webapp config backup
Manage function apps,functionapp
Configure a function app,functionapp config
Configure function app settings,functionapp config appsettings
Configure hostnames for a function app,functionapp config hostname
Configure SSL certificates,functionapp config ssl
Manage function app deployments,functionapp deployment
Manage function app deployment via source control,functionapp deployment source
Manage user credentials for deployment,functionapp deployment user
Commands to manage Azure Backups,backup
"Online storage entity in Azure used to hold data such as backup copies, recovery points and backup policies",backup vault
Properties of the Recovery Services vault,backup vault backup-properties
Resource which houses items or applications to be protected,backup container
An item which is already protected or backed up to an Azure Recovery services vault with an associated policy,backup item
A backup policy defines when you want to take a backup and for how long you would retain each backup copy,backup policy
"A snapshot of data at that point-of-time, stored in Recovery Services Vault, from which you can restore information",backup recoverypoint
"Manage protection of your items, enable protection or disable it, or take on-demand backups",backup protection
Restore backed up items from recovery points in a Recovery Services vault,backup restore
Gives access to all files of a recovery point,backup restore files
Entity which contains details of the job,backup job
Manage Azure Batch,batch
Manage Azure Batch accounts,batch account
Manage the access keys for the auto storage account configured for a Batch account,batch account autostorage-keys
Manage Batch account keys,batch account keys
Manage Batch applications,batch application
Manage Batch application packages,batch application package
View a summary of Batch application packages,batch application summary
Manage Batch service options for a subscription at the region level,batch location
Manage Batch service quotas at the region level,batch location quotas
Manage Batch certificates,batch certificate
Manage Batch task files,batch task file
Manage Batch compute node files,batch node file
Manage Batch jobs,batch job
View the number of tasks in a Batch job and their states,batch job task-counts
View statistics of all jobs under a Batch account,batch job all-statistics
View the status of Batch job preparation and release tasks,batch job prep-release-status
Manage Batch job schedules,batch job-schedule
Manage the service log files of a Batch compute node,batch node service-logs
Manage the user accounts of a Batch compute node,batch node user
Manage Batch compute nodes,batch node
Retrieve the remote login settings for a Batch compute node,batch node remote-login-settings
Retrieve the remote desktop protocol file for a Batch compute node,batch node remote-desktop
Manage task scheduling for a Batch compute node,batch node scheduling
Manage Batch pools,batch pool
Manage the operating system of Batch pools,batch pool os
Manage automatic scaling of Batch pools,batch pool autoscale
View statistics of all pools under a Batch account,batch pool all-statistics
View usage metrics of Batch pools,batch pool usage-metrics
Get node counts for Batch pools,batch pool node-counts
Retrieve node agent SKUs of Batch pools using a Virtual Machine Configuration,batch pool node-agent-skus
Manage Batch tasks,batch task
Manage subtask information of a Batch task,batch task subtask
Manage Batch AI resources,batchai
Commands to manage workspaces,batchai workspace
Commands to manage clusters,batchai cluster
Commands to work with cluster nodes,batchai cluster node
Commands to work with files generated by node setup task,batchai cluster file
Commands to manage experiments,batchai experiment
Commands to manage jobs,batchai job
Commands to work with nodes which executed a job,batchai job node
Commands to list and stream files in job's output directories,batchai job file
Commands to manage file servers,batchai file-server
Manage Azure Billing,billing
Get billing invoices for a subscription,billing invoice
Get billing periods for a subscription,billing period
Get enrollment accounts,billing enrollment-account
Manage Azure Content Delivery Networks (CDNs),cdn
Manage CDN profiles to define an edge network,cdn profile
Manage CDN endpoints,cdn endpoint
Manage Azure CDN Custom Domains to provide custom host names for endpoints,cdn custom-domain
List or show existing origins related to CDN endpoints,cdn origin
View all available CDN edge nodes,cdn edge-node
Manage registered Azure clouds,cloud
Manage Azure Cognitive Services accounts,cognitiveservices
Manage Azure Cognitive Services accounts,cognitiveservices account
Manage the keys of an Azure Cognitive Services account,cognitiveservices account keys
Manage consumption of Azure resources,consumption
Manage reservations for Azure resources,consumption reservation
List reservation summaries,consumption reservation summary
List reservation details,consumption reservation detail
Inspect the usage of Azure resources,consumption usage
Inspect the price sheet of an Azure subscription within a billing period,consumption pricesheet
Inspect the marketplace usage data of an Azure subscription within a billing period,consumption marketplace
Manage budgets for an Azure subscription,consumption budget
Manage Azure Container Instances,container
Manage Azure Cosmos DB database accounts,cosmosdb
Manage Azure Cosmos DB databases,cosmosdb database
Manage Azure Cosmos DB collections,cosmosdb collection
"(PREVIEW) Manage Data Lake Analytics accounts, jobs, and catalogs",dla
(PREVIEW) Manage Data Lake Analytics jobs,dla job
(PREVIEW) Manage Data Lake Analytics catalogs,dla catalog
(PREVIEW) Manage Data Lake Analytics catalog databases,dla catalog database
(PREVIEW) Manage Data Lake Analytics catalog assemblies,dla catalog assembly
(PREVIEW) Manage Data Lake Analytics catalog external data sources,dla catalog external-data-source
(PREVIEW) Manage Data Lake Analytics catalog stored procedures,dla catalog procedure
(PREVIEW) Manage Data Lake Analytics catalog schemas,dla catalog schema
(PREVIEW) Manage Data Lake Analytics catalog tables,dla catalog table
(PREVIEW) Manage Data Lake Analytics catalog table partitions,dla catalog table-partition
(PREVIEW) Manage Data Lake Analytics catalog table statistics,dla catalog table-stats
(PREVIEW) Manage Data Lake Analytics catalog table types,dla catalog table-type
(PREVIEW) Manage Data Lake Analytics catalog table valued functions,dla catalog tvf
(PREVIEW) Manage Data Lake Analytics catalog views,dla catalog view
(PREVIEW) Manage Data Lake Analytics catalog credentials,dla catalog credential
(PREVIEW) Manage Data Lake Analytics catalog packages,dla catalog package
(PREVIEW) Manage Data Lake Analytics accounts,dla account
(PREVIEW) Manage links between Data Lake Analytics accounts and Azure Storage,dla account blob-storage
(PREVIEW) Manage links between Data Lake Analytics and Data Lake Store accounts,dla account data-lake-store
(PREVIEW) Manage Data Lake Analytics account firewall rules,dla account firewall
(PREVIEW) Manage Data Lake Analytics account compute policies,dla account compute-policy
(PREVIEW) Manage Data Lake Analytics job pipelines,dla job pipeline
(PREVIEW) Manage Data Lake Analytics job recurrences,dla job recurrence
(PREVIEW) Manage Data Lake Store accounts and filesystems,dls
(PREVIEW) Manage Data Lake Store accounts,dls account
(PREVIEW) Manage Data Lake Store account trusted identity providers,dls account trusted-provider
(PREVIEW) Manage Data Lake Store account firewall rules,dls account firewall
(PREVIEW) Manage a Data Lake Store filesystem,dls fs
Manage Data Lake Store filesystem access and permissions,dls fs access
Manage Azure Data Migration Service (DMS) instances,dms
Manage Projects for an instance of the Data Migration Service,dms project
Manage Tasks for a Data Migration Service instance's Project,dms project task
Manage Azure Event Grid topics and subscriptions,eventgrid
Manage Azure Event Grid topics,eventgrid topic
Manage shared access keys of a topic,eventgrid topic key
Manage event subscriptions for an Event Grid topic or for an Azure resource,eventgrid event-subscription
Get details for topic types,eventgrid topic-type
"Manage Azure Event Hubs namespaces, eventhubs, consumergroups and geo recovery configurations - Alias",eventhubs
Manage Azure Event Hubs namespace and Authorizationrule,eventhubs namespace
Manage Azure Event Hubs Authorizationrule for Namespace,eventhubs namespace authorization-rule
Manage Azure Event Hubs Authorizationrule connection strings for Namespace,eventhubs namespace authorization-rule keys
Manage Azure Event Hubs eventhub and authorization-rule,eventhubs eventhub
Manage Azure Service Bus Authorizationrule for Eventhub,eventhubs eventhub authorization-rule
Manage Azure Authorizationrule connection strings for Eventhub,eventhubs eventhub authorization-rule keys
Manage Azure Event Hubs consumergroup,eventhubs eventhub consumer-group
Manage Azure Event Hubs Geo Recovery configuration Alias,eventhubs georecovery-alias
Manage Azure Event Hubs Authorizationrule for Geo Recovery configuration Alias,eventhubs georecovery-alias authorization-rule
Manage Azure Event Hubs Authorizationrule connection strings for Geo Recovery configuration Alias,eventhubs georecovery-alias authorization-rule keys
Manage and update CLI extensions,extension
(PREVIEW) Manage Internet of Things (IoT) assets,iot
(PREVIEW) Manage devices in your Azure IoT hub,iot device
(PREVIEW) Manage Azure IoT hubs,iot hub
Manage Azure IoT Hub Device Provisioning Service,iot dps
Manage Azure IoT Hub Device Provisioning Service access policies,iot dps access-policy
Manage Azure IoT Hub Device Provisioning Service linked IoT hubs,iot dps linked-hub
Manage Azure IoT Hub Device Provisioning Service certificates,iot dps certificate
Manage IoT Hub certificates,iot hub certificate
(PREVIEW) Manage the event hub consumer groups of an IoT hub,iot hub consumer-group
(PREVIEW) Manage shared access policies of an IoT hub,iot hub policy
(PREVIEW) Manage jobs in an IoT hub,iot hub job
(PREVIEW) Manage IoT device messaging,iot device message
"Safeguard and maintain control of keys, secrets, and certificates",keyvault
Manage keys,keyvault key
Manage secrets,keyvault secret
Manage certificates,keyvault certificate
Manage pending certificate creation operations,keyvault certificate pending
Manage contacts for certificate management,keyvault certificate contact
Manage certificate issuer information,keyvault certificate issuer
Manage admin information for certificate issuers,keyvault certificate issuer admin
Manage Azure DevTest Labs,lab
Manage VMs in an Azure DevTest Lab,lab vm
Manage custom images of a DevTest Lab,lab custom-image
List Azure Marketplace images allowed for a DevTest Lab,lab gallery-image
Manage DevTest Labs artifacts,lab artifact
Manage DevTest Lab artifact sources,lab artifact-source
Manage virtual networks of an Azure DevTest Lab,lab vnet
Manage formulas for an Azure DevTest Lab,lab formula
Manage secrets of an Azure DevTest Lab,lab secret
Manage Azure Resource Manager (ARM) templates in an Azure DevTest Lab,lab arm-template
Manage environments for an Azure DevTest Lab,lab environment
Manage Azure Maps,maps
Manage Azure Maps accounts,maps account
Manage Azure Maps account keys,maps account keys
Manage the Azure Monitor Service,monitor
Manage metric-based alert rules,monitor alert
View Azure resource metrics,monitor metrics
Manage log profiles,monitor log-profiles
Manage service diagnostic settings,monitor diagnostic-settings
Retrieve service diagnostic settings categories,monitor diagnostic-settings categories
Manage autoscale settings,monitor autoscale
Manage autoscaling profiles,monitor autoscale profile
Manage autoscale scaling rules,monitor autoscale rule
(DEPRECATED) Manage autoscale settings,monitor autoscale-settings
Manage activity logs,monitor activity-log
Manage action groups,monitor action-group
Manage activity log alerts,monitor activity-log alert
Manage action groups for activity log alerts,monitor activity-log alert action-group
Manage scopes for activity log alerts,monitor activity-log alert scope
Manage Azure Network resources,network
Manage application-level routing and load balancing services,network application-gateway
Manage address pools of an application gateway,network application-gateway address-pool
Manage authorization certificates of an application gateway,network application-gateway auth-cert
Manage frontend IP addresses of an application gateway,network application-gateway frontend-ip
Manage frontend ports of an application gateway,network application-gateway frontend-port
Manage HTTP listeners of an application gateway,network application-gateway http-listener
Manage HTTP settings of an application gateway,network application-gateway http-settings
Manage probes to gather and evaluate information on a gateway,network application-gateway probe
Manage redirect configurations,network application-gateway redirect-config
Evaluate probe information and define routing rules,network application-gateway rule
Manage SSL certificates of an application gateway,network application-gateway ssl-cert
Manage the SSL policy of an application gateway,network application-gateway ssl-policy
Get information on predefined SSL policies,network application-gateway ssl-policy predefined
Manage URL path maps of an application gateway,network application-gateway url-path-map
Manage the rules of a URL path map,network application-gateway url-path-map rule
Configure the settings of a web application firewall,network application-gateway waf-config
Manage application security groups (ASGs),network asg
Manage DDoS Protection Plans,network ddos-protection
Manage DNS domains in Azure,network dns
Manage DNS records and record sets,network dns record-set
Manage DNS A records,network dns record-set a
Manage DNS AAAA records,network dns record-set aaaa
Manage DNS CAA records,network dns record-set caa
Manage DNS CNAME records,network dns record-set cname
Manage DNS MX records,network dns record-set mx
Manage DNS NS records,network dns record-set ns
Manage DNS PTR records,network dns record-set ptr
Manage DNS SRV records,network dns record-set srv
Manage a DNS SOA record,network dns record-set soa
Manage DNS TXT records,network dns record-set txt
Manage DNS zones,network dns zone
Manage dedicated private network fiber connections to Azure,network express-route
Manage authentication of an ExpressRoute circuit,network express-route auth
Manage ExpressRoute peering of an ExpressRoute circuit,network express-route peering
Manage and configure load balancers,network lb
Manage address pools of a load balancer,network lb address-pool
Manage frontend IP addresses of a load balancer,network lb frontend-ip
Manage inbound NAT address pools of a load balancer,network lb inbound-nat-pool
Manage inbound NAT rules of a load balancer,network lb inbound-nat-rule
Evaluate probe information and define routing rules,network lb probe
Manage load balancing rules,network lb rule
Manage local gateways,network local-gateway
Manage network interfaces,network nic
Manage IP configurations of a network interface,network nic ip-config
Manage address pools in an IP configuration,network nic ip-config address-pool
Manage inbound NAT rules of an IP configuration,network nic ip-config inbound-nat-rule
Manage Azure Network Security Groups (NSGs),network nsg
Manage network security group rules,network nsg rule
Manage public IP addresses,network public-ip
Manage route tables,network route-table
Manage routes in a route table,network route-table route
(PREVIEW) Manage route filters,network route-filter
(PREVIEW) Manage rules in a route filter,network route-filter rule
Manage the routing of incoming traffic,network traffic-manager
Manage Azure Traffic Manager profiles,network traffic-manager profile
Manage Azure Traffic Manager end points,network traffic-manager endpoint
Manage Azure Virtual Networks,network vnet
Manage subnets in an Azure Virtual Network,network vnet subnet
Manage peering connections between Azure Virtual Networks,network vnet peering
Manage VPN connections,network vpn-connection
Manage VPN connection IPSec policies,network vpn-connection ipsec-policy
Manage VPN shared keys,network vpn-connection shared-key
"Use an Azure Virtual Network Gateway to establish secure, cross-premises connectivity",network vnet-gateway
Download a VPN client configuration required to connect to Azure via point-to-site,network vnet-gateway vpn-client
Manage revoked certificates in a virtual network gateway,network vnet-gateway revoked-cert
Manage root certificates of a virtual network gateway,network vnet-gateway root-cert
Manage the Azure Network Watcher,network watcher
Manage connection monitoring between an Azure Virtual Machine and any IP resource,network watcher connection-monitor
Manage packet capture sessions on VMs,network watcher packet-capture
Manage network security group flow logging,network watcher flow-log
Manage Network Watcher troubleshooting sessions,network watcher troubleshooting
Manage policy events,policy event
Manage policy compliance states,policy state
Manage Azure subscription information,account
Manage Azure Database for MySQL servers,mysql
Manage MySQL servers,mysql server
Manage firewall rules for a server,mysql server firewall-rule
Manage configuration values for a server,mysql server configuration
Manage server logs,mysql server-logs
Manage MySQL databases on a server,mysql db
Manage Azure Database for PostgreSQL servers,postgres
Manage PostgreSQL servers,postgres server
Manage firewall rules for a server,postgres server firewall-rule
Manage configuration values for a server,postgres server configuration
Manage server logs,postgres server-logs
Manage PostgreSQL databases on a server,postgres db
"Access to a secure, dedicated Redis cache for your Azure applications",redis
Manage Redis patch schedules,redis patch-schedule
This group is deprecated and will be removed in CLI version 2,redis patch-schedule patch-schedule
Manage Azure Reservations,reservations
See catalog of available reservations,reservations catalog
Manage reservation entities,reservations reservation
"Manage reservation order, which is container for reservations",reservations reservation-order
See reservation order ids that are applied to subscription,reservations reservation-order-id
Manage template solutions provided and maintained by Independent Software Vendors (ISVs),managedapp
Manage Azure Managed Applications,managedapp definition
Manage Azure locks,lock
Manage Azure subscription level locks,account lock
Manage Azure Management Groups,account management-group
Subscription operations for Management Groups,account management-group subscription
Manage resource policies,policy
Manage resource policy definitions,policy definition
Manage resource policy set definitions,policy set-definition
Manage resource policy assignments,policy assignment
Manage Azure resources,resource
Manage resource provider features,feature
Manage resource groups and template deployments,group
Manage Azure Resource Manager deployments,group deployment
Manage deployment operations,group deployment operation
Manage Azure resource group locks,group lock
Manage resource providers,provider
Get provider operations metadatas,provider operation
Manage resource tags,tag
Manage links between resources,resource link
Manage Azure resource level locks,resource lock
manage a service principal's credentials,ad sp credential
Manage applications with AAD Graph,ad app
Manage user roles for access control with Azure Active Directory and service principals,role
Manage role assignments,role assignment
Manage role definitions,role definition
Manage Azure Active Directory Graph entities needed for Role Based Access Control,ad
Manage Azure Active Directory groups,ad group
Manage Azure Active Directory group members,ad group member
Manage Azure Active Directory service principals for automation authentication,ad sp
Manage Azure Active Directory users and user authentication,ad user
"Manage Azure Service Bus namespaces, queues, topics, subscriptions, rules and geo-disaster recovery configuration alias",servicebus
Manage Azure Service Bus Namespace,servicebus namespace
Manage Azure Service Bus Namespace Authorization Rule,servicebus namespace authorization-rule
Manage Azure Authorization Rule connection strings for Namespace,servicebus namespace authorization-rule keys
Manage Azure Service Bus Queue and Authorization Rule,servicebus queue
Manage Azure Service Bus Queue Authorization Rule,servicebus queue authorization-rule
Manage Azure Authorization Rule keys for Service Bus Queue,servicebus queue authorization-rule keys
Manage Azure Service Bus Topic and Authorization Rule,servicebus topic
Manage Azure Service Bus Topic Authorization Rule,servicebus topic authorization-rule
Manage Azure Authorization Rule keys for Service Bus Topic,servicebus topic authorization-rule keys
Manage Azure Service Bus Subscription,servicebus topic subscription
Manage Azure Service Bus Rule,servicebus topic subscription rule
Manage Azure Service Bus Geo-Disaster Recovery Configuration Alias,servicebus georecovery-alias
Manage Azure Service Bus Authorization Rule for Namespace with Geo-Disaster Recovery Configuration Alias,servicebus georecovery-alias authorization-rule
Manage Azure Authorization Rule keys for Service Bus Namespace,servicebus georecovery-alias authorization-rule keys
Manage and administer Azure Service Fabric clusters,sf
Manage applications running on an Azure Service Fabric cluster,sf application
Manage an Azure Service Fabric cluster,sf cluster
Manage a cluster certificate,sf cluster certificate
Manage the client certificate of a cluster,sf cluster client-certificate
Manage the durability of a cluster,sf cluster durability
Manage the node instance of a cluster,sf cluster node
Manage the node-type of a cluster,sf cluster node-type
Manage the reliability of a cluster,sf cluster reliability
Manage a cluster's settings,sf cluster setting
Manage the upgrade type of a cluster,sf cluster upgrade-type
Manage the certificate of an application,sf application certificate
Manage Azure SQL Databases and Data Warehouses,sql
Manage databases,sql db
Manage a database's auditing policy,sql db audit-policy
Manage a server's Active Directory administrator,sql server ad-admin
Manage operations on a database,sql db op
Manage replication between databases,sql db replica
Manage a database's threat detection policies,sql db threat-policy
Manage a database's transparent data encryption,sql db tde
Manage data warehouses,sql dw
Manage elastic pools,sql elastic-pool
Manage operations on an elastic pool,sql elastic-pool op
Manage SQL servers,sql server
Manage a server's connection policy,sql server conn-policy
Manage a server's DNS aliases,sql server dns-alias
Manage a server's firewall rules,sql server firewall-rule
Manage a server's keys,sql server key
Manage a server's encryption protector,sql server tde-key
Manage a server's virtual network rules,sql server vnet-rule
Manage SQL managed instances,sql mi
Manage SQL managed instance databases,sql midb
Manage Azure Cloud Storage resources,storage
Manage storage accounts,storage account
Manage storage account keys,storage account keys
Manage object storage for unstructured data (blobs),storage blob
Manage blob copy operations,storage blob copy
Manage blob incremental copy operations,storage blob incremental-copy
Manage storage blob leases,storage blob lease
Manage blob metadata,storage blob metadata
Manage storage blob service properties,storage blob service-properties
Manage storage blob delete-policy service properties,storage blob service-properties delete-policy
Manage blob storage containers,storage container
Manage blob storage container leases,storage container lease
Manage container metadata,storage container metadata
Manage container stored access policies,storage container policy
Manage storage service Cross-Origin Resource Sharing (CORS),storage cors
Manage file storage directories,storage directory
Manage file storage directory metadata,storage directory metadata
Manage table storage entities,storage entity
Manage file shares that use the SMB 3,storage file
Manage file copy operations,storage file copy
Manage file metadata,storage file metadata
Manage storage service logging information,storage logging
Manage queue storage messages,storage message
Manage storage service metrics,storage metrics
Manage storage queues,storage queue
Manage the metadata for a storage queue,storage queue metadata
Manage shared access policies for a storage queue,storage queue policy
Manage file shares,storage share
Manage the metadata of a file share,storage share metadata
Manage shared access policies of a storage file share,storage share policy
Manage NoSQL key-value storage,storage table
Manage shared access policies of a storage table,storage table policy
Manage network rules,storage account network-rule
Manage VM secrets,vm secret
Manage data disks of a VMSS,vmss disk
Manage network interfaces of a VMSS,vmss nic
(PREVIEW) Manage rolling upgrades,vmss rolling-upgrade
Provision Linux or Windows virtual machines,vm
Manage user accounts for a VM,vm user
Group resources into availability sets,vm availability-set
Troubleshoot the startup of an Azure Virtual Machine,vm boot-diagnostics
Configure the Azure Virtual Machine diagnostics extension,vm diagnostics
Manage the managed data disks attached to a VM,vm disk
Manage the unmanaged data disks attached to a VM,vm unmanaged-disk
Manage encryption of VM disks,vm encryption
Manage extensions on VMs,vm extension
Find the available VM extensions for a subscription and region,vm extension image
Information on available virtual machine images,vm image
Manage network interfaces,vm nic
Manage groupings of virtual machines in an Azure Virtual Machine Scale Set (VMSS),vmss
Configure the Azure Virtual Machine Scale Set diagnostics extension,vmss diagnostics
Manage extensions on a VM scale set,vmss extension
Find the available VM extensions for a subscription and region,vmss extension image
(PREVIEW) Manage encryption of VMSS,vmss encryption
manage service identities of a VM,vm identity
Manage run commands on a Virtual Machine,vm run-command
manage service identities of a VM scaleset,vmss identity
Manage Azure Managed Disks,disk
"Manage point-in-time copies of managed disks, native blobs, or other snapshots",snapshot
Manage custom virtual machine images,image
Managed Service Identities,identity
