text,length, lemma_, pos_, tag_, dep_, is_alpha, is_stop, count, samples,
build,5,build,NOUN,NN,compound,True,False,75,[u'by doing this extension system will not pick the highest minor version for the specified version number and will not auto update to the latest build revision number on any scale set updates in future ', u'custom roles only vs build in ones ']
quota,5,quota,NOUN,NN,nsubjpass,True,False,143,[u'Storage account name Related environment variable AZURE_STORAGE_ACCOUNT Must be used in conjunction with either storage account key or a SAS token If neither are present the command will try to query the storage account key using the authenticated Azure account If a large number of storage commands are executed the API quota may be hit', u'Get the quota usages for a container registry ']
vault,5,vault,NOUN,NNS,pobj,True,False,227,[u'Gets information about the deleted vaults in a subscription ', u'Name of the key vault ']
linux,5,linux,PROPN,NNP,pobj,True,False,52,[u'The command line of the Job Manager task The command line does not run under a shell and therefore cannot take advantage of shell features such as environment variable expansion If you want to take advantage of such features you should invoke the shell in the command line for example using cmd c MyCommand in Windows or bin sh c MyCommand in Linux If the command line refers to file paths it should use a relative path relative to the task working directory or use the Batch provided environment variable https docs microsoft com en us azure batch batch compute node environment variables ', u'The time at which the account should expire If omitted the default is 1 day from the current time For Linux compute nodes the expiryTime has a precision up to a day Expected format is an ISO 8601 timestamp ']
error,5,error,NOUN,NN,attr,True,False,29,[u'The action the Batch service should take when all tasks in the job are in the completed state If omitted the completion behavior is set to noaction If the current value is terminatejob this is an error because a job s completion behavior may not be changed from terminatejob to noaction You may not change the value from terminatejob to noaction that is once you have engaged automatic job termination you cannot turn it off again If you try to do this the request fails and Batch returns status code 400 Bad Request and an invalid property value error response If you do not specify this element in a PUT request it is equivalent to passing noaction This is an error if the current value is terminatejob ', u'The action the Batch service should take when all tasks in the job are in the completed state If omitted the completion behavior is set to noaction If the current value is terminatejob this is an error because a job s completion behavior may not be changed from terminatejob to noaction You may not change the value from terminatejob to noaction that is once you have engaged automatic job termination you cannot turn it off again If you try to do this the request fails and Batch returns status code 400 Bad Request and an invalid property value error response If you do not specify this element in a PUT request it is equivalent to passing noaction This is an error if the current value is terminatejob ']
grant,5,grant,NOUN,NNS,relcl,True,False,11,[u'The permissions the SAS grants Allowed values r ead query a dd u pdate d elete Do not use if a stored access policy is referenced with id that specifies this value Can be combined ', u'The permissions the SAS grants Allowed values c reate d elete r ead w rite Do not use if a stored access policy is referenced with id that specifies this value Can be combined ']
alert,5,alert,NOUN,NN,compound,True,False,53,[u'Update a metric based alert rule ', u'Numeric threshold at which to trigger the alert ']
stack,5,stack,NOUN,NNS,pobj,True,False,4,[u'List available built in stacks which can be used for web apps ', u'list runtime stacks for linux based webapps']
entry,5,entry,NOUN,NN,ROOT,True,False,15,[u'Globally unique DNS entry ', u'OData Select statement Limits the properties on each entry to just those requested e g Categories select CategoryName Description Optional ']
mysql,5,mysql,NOUN,NN,compound,True,False,8,[u'Add a mysql connection string ', u'Manage Azure Database for MySQL servers ']
input,5,input,NOUN,NN,compound,True,False,4,[u'The path to the input file ', u'Space separated list of files It can be used to tell the service to only use the files specified from the input asset ']
nginx,5,nginx,NOUN,NN,dobj,True,False,2,[u'install nginx on a vm', u'Stream a shell from within an nginx container ']
elaps,5,elaps,NOUN,NNS,pobj,True,False,2,[u' For a break operation this is the proposed duration of seconds that the lease should continue before it is broken between 0 and 60 seconds This break period is only used if it is shorter than the time remaining on the lease If longer the time remaining on the lease is used A new lease will not be available before the break period has expired but the lease may be held for longer than the break period If this header does not appear with a break operation a fixed duration lease breaks after the remaining lease period elapses and an infinite lease breaks immediately ', u' This is the proposed duration of seconds that the lease should continue before it is broken between 0 and 60 seconds This break period is only used if it is shorter than the time remaining on the lease If longer the time remaining on the lease is used A new lease will not be available before the break period has expired but the lease may be held for longer than the break period If this header does not appear with a break operation a fixed duration lease breaks after the remaining lease period elapses and an infinite lease breaks immediately ']
scale,5,scale,NOUN,NN,compound,True,False,100,[u'Gets a list of SKUs available for your VM scale set including the minimum and maximum VM instances allowed for each SKU ', u'Scale set name You can configure the default using az configure defaults vmss name ']
chart,5,chart,NOUN,NN,pobj,True,False,4,[u'URL of a Helm chart that installs ACI Connector ', u'Upgrade the ACI Connector from a custom Helm chart with custom tag ']
suite,5,suite,NOUN,NNS,ROOT,True,False,1,[u'Ssl cipher suites to be enabled in the specified order to application gateway '],
index,5,index,NOUN,NN,ROOT,True,False,10,[u'The virtual machine index ', u'Space separated list of extra URLs of package indexes to use This should point to a repository compliant with PEP 503 the simple repository API or a local directory laid out in the same format ']
numer,5,numer,NOUN,NN,nsubj,True,False,3,[u'The numer of instances to use If used with min max count the default number of instances to use ', u'The numer of instances to use If used with min max count the default number of instances to use ']
cloud,5,cloud,NOUN,NN,dobj,True,False,54,[u'Complete a cloud to device message ', u'Send a device to cloud message ']
mydir,5,mydir,NOUN,NN,compound,True,False,2,[u' A URL of up to 2 KB in length that specifies an Azure file or blob The value should be URL encoded as it would appear in a request URI If the source is in another account the source must either be public or must be authenticated via a shared access signature If the source is public no authentication is required Examples https myaccount file core windows net myshare mydir myfile https otheraccount file core windows net myshare mydir myfile sastoken', u' A URL of up to 2 KB in length that specifies an Azure file or blob The value should be URL encoded as it would appear in a request URI If the source is in another account the source must either be public or must be authenticated via a shared access signature If the source is public no authentication is required Examples https myaccount file core windows net myshare mydir myfile https otheraccount file core windows net myshare mydir myfile sastoken']
meter,5,meter,NOUN,NN,compound,True,False,3,[u'Include meter details in the usages ', u'Include meter details in the price sheet ']
comma,5,comma,NOUN,NN,nsubj,True,False,14,[u'OrderBy clause One or more comma separated expressions with an optional asc the default or desc depending on the order you d like the values sorted e g Categories orderby CategoryName desc Optional ', u'OrderBy clause One or more comma separated expressions with an optional asc the default or desc depending on the order you d like the values sorted e g Categories orderby CategoryName desc Optional ']
front,5,front,NOUN,NN,pobj,True,False,4,[u'Retrieves one or more messages from the front of the queue but does not alter the visibility of the message Only messages that are visible may be retrieved When a message is retrieved for the first time with a call to get_messages its dequeue_count property is set to 1 If it is not deleted and is subsequently retrieved again the dequeue_count property is incremented The client may use this value to determine how many times a message has been retrieved Note that a call to peek_messages does not increment the value of DequeueCount but returns this value for the client to read If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ', u'The front end port number ']
reate,5,reate,NOUN,NN,amod,True,False,2,[u'The permissions the SAS grants Allowed values c reate d elete r ead w rite Do not use if a stored access policy is referenced with id that specifies this value Can be combined ', u'The permissions the SAS grants Allowed values a dd c reate d elete r ead w rite Do not use if a stored access policy is referenced with id that specifies this value Can be combined ']
chunk,5,chunk,NOUN,NN,pobj,True,False,12,[u'Specifies that an MD5 hash shall be calculated for each chunk of the blob and verified by the service when the chunk has arrived ', u'Specifies that an MD5 hash shall be calculated for each chunk of the blob and verified by the service when the chunk has arrived ']
route,5,route,NOUN,NNS,pobj,True,False,104,[u'Weight 0 100 added to routes learned through BGP peering ', u'Get the details of a route in a route table ']
cname,5,cname,PROPN,NNP,compound,True,False,16,[u'Create an empty CNAME record set ', u'Create an empty CNAME record set ']
owner,5,owner,NOUN,NNS,appos,True,False,10,[u'Email the service owners if an alert is triggered ', u'Specifies whether data in the container may be accessed publically By default container data is private off to the account owner Use blob to allow public read access for blobs Use container to allow public read and list access to the entire container ']
start,5,start,NOUN,NN,compound,True,False,128,[u'ISO 8601 formatted timestamp specifying the start time of the interval to query ', u'ISO 8601 formatted timestamp specifying the start time of the interval to query ']
pdate,5,pdate,NOUN,NN,ROOT,True,False,6,[u'The permissions the SAS grants Allowed values r ead query a dd u pdate d elete Do not use if a stored access policy is referenced with id that specifies this value Can be combined ', u'The permissions the SAS grants Allowed values a dd p rocess r ead u pdate Do not use if a stored access policy is referenced with id that specifies this value Can be combined ']
