text, lemma_, pos_, tag_, dep_, is_alpha, is_stop, count, samples
peek_message,peek_message,NOUN,NNS,pobj,False,False,1,[u'Retrieves one or more messages from the front of the queue but does not alter the visibility of the message Only messages that are visible may be retrieved When a message is retrieved for the first time with a call to get_messages its dequeue_count property is set to 1 If it is not deleted and is subsequently retrieved again the dequeue_count property is incremented The client may use this value to determine how many times a message has been retrieved Note that a call to peek_messages does not increment the value of DequeueCount but returns this value for the client to read If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ']
database,database,NOUN,NN,dobj,True,False,77,[u'Delete a managed database ', u'Gets a list of operations performed on the database ']
shared,shared,PROPN,NNP,conj,True,False,2,[u'Log in to a Batch account through Azure Active Directory or Shared Key authentication ', u'Sets the permissions for the specified container or stored access policies that may be used with Shared Access Signatures The permissions indicate whether blobs in a container may be accessed publicly ']
try,try,VERB,VBZ,advcl,True,False,2,[u'Upgrades the operating system of the specified pool During an upgrade the Batch service upgrades each compute node in the pool When a compute node is chosen for upgrade any tasks running on that node are removed from the node and returned to the queue to be rerun later or on a different compute node The node will be unavailable until the upgrade is complete This operation results in temporarily reduced pool capacity as nodes are taken out of service to be upgraded Although the Batch service tries to avoid upgrading all compute nodes at the same time it does not guarantee to do this particularly on small pools therefore the pool may be temporarily unavailable to run tasks When this operation runs the pool state changes to upgrading When all compute nodes have finished upgrading the pool state returns to active While the upgrade is in progress the pool s currentOSVersion reflects the OS version that nodes are upgrading from and targetOSVersion reflects the OS version that nodes are upgrading to Once the upgrade is complete currentOSVersion is updated to reflect the OS version now running on all nodes This operation can only be invoked on pools created with the cloudServiceConfiguration property ', u'Disables the specified job preventing new tasks from running The Batch Service immediately moves the job to the disabling state Batch then uses the disableTasks parameter to determine what to do with the currently running tasks of the job The job remains in the disabling state until the disable operation is completed and all tasks have been dealt with according to the disableTasks option the job then moves to the disabled state No new tasks are started under the job until it moves back to active state If you try to disable a job that is in any state other than active disabling or disabled the request fails with status code 409 ']
uploading,uploading,NOUN,NN,pcomp,True,False,3,[u'Adds a new message to the back of the message queue The visibility timeout specifies the time that the message will be invisible After the timeout expires the message will become visible If a visibility timeout is not specified the default value of 0 is used The message time to live specifies how long a message will remain in the queue The message will be deleted from the queue when the time to live period expires If the key encryption key field is set on the local service object this method will encrypt the content before uploading ', u'Lists the asset SAS URLs used for uploading and downloading asset content ']
getcertificateissuer,getcertificateissuer,PROPN,NNP,compound,True,False,2,[u'Lists the specified certificate issuer The GetCertificateIssuer operation returns the specified certificate issuer resources in the specified key vault ', u'List certificate issuers for a specified key vault The GetCertificateIssuers operation returns the set of certificate issuer resources in the specified key vault ']
know,know,VERB,VB,ccomp,True,False,1,[u'Loving or hating the CLI Let us know ']
synchroniz,synchroniz,NOUN,NNS,nsubj,True,False,1,[u'Synchronizes access keys for the auto storage account configured for the specified Batch account ']
without,without,ADP,IN,prep,True,False,3,[u'Gets the result of evaluating an automatic scaling formula on the pool This API is primarily for validating an autoscale formula as it simply returns the result without applying the formula to the pool The pool must have auto scaling enabled in order to evaluate a formula ', u'Permanently deletes the specified deleted certificate The PurgeDeletedCertificate operation performs an irreversible deletion of the specified certificate without possibility for recovery The operation is not available if the recovery level does not specify Purgeable Requires the explicit granting of the purge permission ']
command,command,NOUN,NNS,ROOT,True,False,29,[u'Commands to manage clusters ', u'Update source control token cached in Azure app service If no token is provided the command will clean up existing token ']
log,log,NOUN,NN,compound,True,False,51,[u'Remove action groups from this activity log alert', u'List the event categories of activity logs ']
sets,sets,PROPN,NNP,compound,True,False,1,[u'Sets Service Bus Geo Disaster Recovery Configuration Alias for the give Namespace']
entry,entry,NOUN,NNS,dobj,True,False,1,[u'Remove entries for the access control list of a file or folder ']
the,the,DET,DT,det,True,False,1475,[u'Sets user defined metadata on the specified queue Metadata is associated with the queue as name value pairs ', u'Sets user defined metadata on the specified queue Metadata is associated with the queue as name value pairs ']
avaiable,avaiable,ADJ,JJ,ROOT,True,False,1,[u'List the SKUs avaiable for an Azure Cognitive Services account ']
self,self,NOUN,NN,npadvmod,True,False,1,[u'Get the default policy for self signed certificates ']
subgroup,subgroup,NOUN,NN,pobj,True,False,2,[u'Update the properties of a Batch pool Updating a property in a subgroup will reset the unspecified properties of that group ', u'Update the properties of a Batch job Updating a property in a subgroup will reset the unspecified properties of that group ']
restore,restore,VERB,VB,ROOT,True,False,28,[u'Restore disks of the backed VM from the specified recovery point ', u'Restore a server from backup ']
lease_id,lease_id,PROPN,NNP,amod,False,False,1,[u'Release the lease The lease may be released if the lease_id specified matches that associated with the container Releasing the lease allows another client to immediately acquire the lease for the container as soon as the release is complete ']
protocol,protocol,NOUN,NN,compound,True,False,5,[u'Retrieve the remote desktop protocol file for a Batch compute node ', u'Upload a file to a share that uses the SMB 3 0 protocol ']
resolver,resolver,NOUN,NN,compound,True,False,2,[u'Retrieves one or more messages from the front of the queue but does not alter the visibility of the message Only messages that are visible may be retrieved When a message is retrieved for the first time with a call to get_messages its dequeue_count property is set to 1 If it is not deleted and is subsequently retrieved again the dequeue_count property is incremented The client may use this value to determine how many times a message has been retrieved Note that a call to peek_messages does not increment the value of DequeueCount but returns this value for the client to read If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ', u'Retrieves one or more messages from the front of the queue When a message is retrieved from the queue the response includes the message content and a pop_receipt value which is required to delete the message The message is not automatically deleted from the queue but after it has been retrieved it is not visible to other clients for the time interval specified by the visibility_timeout parameter If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ']
nosql,nosql,PROPN,NNP,nmod,True,False,1,[u'Manage NoSQL key value storage ']
less,less,ADJ,JJR,acomp,True,False,1,[u'Resizes a file to the specified size If the specified byte value is less than the current size of the file then all ranges above the specified byte value are cleared ']
when,when,ADV,WRB,advmod,True,False,37,[u'Deletes a job Deleting a job also deletes all tasks that are part of that job and all job statistics This also overrides the retention period for task data that is if the job contains tasks which are still retained on compute nodes the Batch services deletes those tasks working directories and all their contents When a Delete Job request is received the Batch service sets the job to the deleting state All update operations on a job that is in deleting state will fail with status code 409 Conflict with additional information indicating that the job is being deleted ', u'Deletes a task from the specified job When a task is deleted all of the files in its directory on the compute node where it ran are also deleted regardless of the retention time For multi instance tasks the delete task operation applies synchronously to the primary task subtasks and their files are then deleted asynchronously in the background ']
networks,networks,PROPN,NNPS,compound,True,False,1,[u'Manage Azure Content Delivery Networks CDNs ']
obtain,obtain,VERB,VB,xcomp,True,False,1,[u'Deletes a deployment from the deployment history A template deployment that is currently running cannot be deleted Deleting a template deployment removes the associated deployment operations Deleting a template deployment does not affect the state of the resource group This is an asynchronous operation that returns a status of 202 until the template deployment is successfully deleted The Location response header contains the URI that is used to obtain the status of the process While the process is running a call to the URI in the Location header returns a status of 202 When the process finishes the URI in the Location header returns a status of 204 on success If the asynchronous request failed the URI in the Location header returns an error level status code ']
front,front,NOUN,NN,pobj,True,False,2,[u'Retrieves one or more messages from the front of the queue but does not alter the visibility of the message Only messages that are visible may be retrieved When a message is retrieved for the first time with a call to get_messages its dequeue_count property is set to 1 If it is not deleted and is subsequently retrieved again the dequeue_count property is incremented The client may use this value to determine how many times a message has been retrieved Note that a call to peek_messages does not increment the value of DequeueCount but returns this value for the client to read If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ', u'Retrieves one or more messages from the front of the queue When a message is retrieved from the queue the response includes the message content and a pop_receipt value which is required to delete the message The message is not automatically deleted from the queue but after it has been retrieved it is not visible to other clients for the time interval specified by the visibility_timeout parameter If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ']
via,via,ADP,IN,prep,True,False,6,[u'Download a VPN client configuration required to connect to Azure via point to site ', u'Retrieves statistics related to replication for the Queue service It is only available when read access geo redundant replication is enabled for the storage account With geo redundant replication Azure Storage maintains your data durable in two locations In both locations Azure Storage constantly maintains multiple healthy replicas of your data The location where you read create update or delete data is the primary storage account location The primary location exists in the region you choose at the time you create an account via the Azure Management Azure classic portal for example North Central US The location to which your data is replicated is the secondary location The secondary location is automatically determined based on the location of the primary it is in a second data center that resides in the same region as the primary location Read only access is available from the secondary location if read access geo redundant replication is enabled for your storage account ']
40,40,NUM,CD,nummod,False,False,2,[u'Deletes the specified table and any data it contains When a table is successfully deleted it is immediately marked for deletion and is no longer accessible to clients The table is later removed from the Table service during garbage collection Note that deleting a table is likely to take at least 40 seconds to complete If an operation is attempted against the table while it was being deleted an class AzureConflictHttpError will be thrown ', u'Deletes the specified queue and any messages it contains When a queue is successfully deleted it is immediately marked for deletion and is no longer accessible to clients The queue is later removed from the Queue service during garbage collection Note that deleting a queue is likely to take at least 40 seconds to complete If an operation is attempted against the queue while it was being deleted an class AzureConflictHttpError will be thrown ']
mysql,mysql,PROPN,NNP,compound,True,False,4,[u'Manage Azure Database for MySQL servers ', u'Manage MySQL databases on a server ']
troubleshoot,troubleshoot,VERB,VB,compound,True,False,2,[u'Troubleshoot issues with VPN connections or gateway connectivity ', u'Troubleshoot the startup of an Azure Virtual Machine ']
warehouses,warehouses,PROPN,NNP,conj,True,False,1,[u'Manage Azure SQL Databases and Data Warehouses ']
previous,previous,ADJ,JJ,amod,True,False,2,[u'Deletes the specified message Normally after a client retrieves a message with the get_messages operation the client is expected to process and delete the message To delete the message you must have two items of data id and pop_receipt The id is returned from the previous get_messages operation The pop_receipt is returned from the most recent func get_messages or func update_message operation In order for the delete_message operation to succeed the pop_receipt specified on the request must match the pop_receipt returned from the func get_messages or func update_message operation ', u'Reactivates a task allowing it to run again even if its retry count has been exhausted Reactivation makes a task eligible to be retried again up to its maximum retry count The task s state is changed to active As the task is no longer in the completed state any previous exit code or failure information is no longer available after reactivation Each time a task is reactivated its retry count is reset to 0 Reactivation will fail for tasks that are not completed or that previously completed successfully with an exit code of 0 Additionally it will fail if the job has completed or is terminating or deleting ']
sku,sku,NOUN,NNS,pobj,True,False,14,[u'Gets a list of SKUs available for your VM scale set including the minimum and maximum VM instances allowed for each SKU ', u'Gets a list of SKUs available for your VM scale set including the minimum and maximum VM instances allowed for each SKU ']
web,web,NOUN,NN,compound,True,False,68,[u'List backups of a web app ', u'Update the firewall configuration of a web application ']
prefix,prefix,NOUN,NNS,dobj,True,False,2,[u'Creates a tag in the subscription The tag name can have a maximum of 512 characters and is case insensitive Tag names created by Azure have prefixes of microsoft azure or windows You cannot create tags with one of these prefixes ', u'Creates a tag in the subscription The tag name can have a maximum of 512 characters and is case insensitive Tag names created by Azure have prefixes of microsoft azure or windows You cannot create tags with one of these prefixes ']
detach,detach,VERB,VB,ROOT,True,False,2,[u'Detach a secondary storage from an Azure Media Services account ', u'Detach managed data disks from a scale set or its instances ']
instance,instance,NOUN,NNS,pobj,True,False,46,[u'Gets a list of SKUs available for your VM scale set including the minimum and maximum VM instances allowed for each SKU ', u'Manage Projects for an instance of the Data Migration Service ']
boot,boot,NOUN,NN,compound,True,False,3,[u'Get the boot diagnostics log from a VM ', u'Disable the boot diagnostics on a VM ']
character,character,NOUN,NNS,pobj,True,False,1,[u'Creates a tag in the subscription The tag name can have a maximum of 512 characters and is case insensitive Tag names created by Azure have prefixes of microsoft azure or windows You cannot create tags with one of these prefixes ']
lake,lake,PROPN,NNP,compound,True,False,115,[u'Updates the specified Data Lake Analytics account to remove an Azure Storage account ', u'Update a firewall rule in a Data Lake Analytics account ']
desktop,desktop,NOUN,NN,compound,True,False,2,[u'Retrieve the remote desktop protocol file for a Batch compute node ', u'Gets the Remote Desktop Protocol file for the specified compute node Before you can access a node by using the RDP file you must create a user account on the node This API can only be invoked on pools created with a cloud service configuration For pools created with a virtual machine configuration see the GetRemoteLoginSettings API ']
source,source,NOUN,NNS,dobj,True,False,27,[u'Manage DevTest Lab artifact sources ', u'Update source control token cached in Azure app service If no token is provided the command will clean up existing token ']
add,add,VERB,VB,ROOT,True,False,41,[u'Add a job to a Batch account ', u'Add an extension to a VMSS or update an existing extension ']
other,other,ADJ,JJ,amod,True,False,6,[u'Lists the available billing periods for a subscription in reverse chronological order This is only supported for Azure Web Direct subscriptions Other subscription types which were not purchased directly through the Azure web portal are not supported through this preview API ', u'Gets a named billing period This is only supported for Azure Web Direct subscriptions Other subscription types which were not purchased directly through the Azure web portal are not supported through this preview API ']
blob,blob,NOUN,NN,pobj,True,False,90,[u'Get the details of a blob ', u'Update the storage blob delete policy ']
usage,usage,NOUN,NNS,dobj,True,False,13,[u'Get the quota usages for a container registry ', u'List available usage resources for VMs ']
functionality,functionality,NOUN,NN,nsubj,True,False,1,[u'Updates the visibility timeout of a message You can also use this operation to update the contents of a message This operation can be used to continually extend the invisibility of a queue message This functionality can be useful if you want a worker role to lease a queue message For example if a worker role calls get_messages and recognizes that it needs more time to process a message it can continually extend the message s invisibility until it is processed If the worker role were to fail during processing eventually the message would become visible again and another worker role could process it If the key encryption key field is set on the local service object this method will encrypt the content before uploading ']
hat,hat,VERB,VBG,conj,True,False,1,[u'Loving or hating the CLI Let us know ']
match,match,NOUN,NNS,nsubj,True,False,5,[u'Release the lease The lease may be released if the lease_id specified matches that associated with the container Releasing the lease allows another client to immediately acquire the lease for the container as soon as the release is complete ', u'Renews the lease The lease can be renewed if the lease ID specified on the request matches that associated with the blob Note that the lease may be renewed even if it has expired as long as the blob has not been modified or leased again since the expiration of that lease When you renew a lease the lease duration clock resets ']
build,build,VERB,VB,ROOT,True,False,15,[u'Manage build definitions which can be triggered by git commits or base image updates ', u'List all of the executed builds for a registry with the ability to filter by a specific build task ']
mercurial,mercurial,ADJ,JJ,conj,True,False,2,[u'Manage deployment from git or Mercurial repositories ', u'Manage deployment from git or Mercurial repositories ']
consumption,consumption,NOUN,NN,pobj,True,False,2,[u'List the details of Azure resource consumption either as an invoice or within a billing period ', u'Manage consumption of Azure resources ']
insensitive,insensitive,ADJ,JJ,amod,True,False,1,[u'Creates a tag in the subscription The tag name can have a maximum of 512 characters and is case insensitive Tag names created by Azure have prefixes of microsoft azure or windows You cannot create tags with one of these prefixes ']
format,format,NOUN,NN,pobj,True,False,1,[u'Export a container group in yaml format ']
read,read,VERB,VB,advcl,True,False,15,[u'Retrieves one or more messages from the front of the queue but does not alter the visibility of the message Only messages that are visible may be retrieved When a message is retrieved for the first time with a call to get_messages its dequeue_count property is set to 1 If it is not deleted and is subsequently retrieved again the dequeue_count property is incremented The client may use this value to determine how many times a message has been retrieved Note that a call to peek_messages does not increment the value of DequeueCount but returns this value for the client to read If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ', u'Retrieves statistics related to replication for the Queue service It is only available when read access geo redundant replication is enabled for the storage account With geo redundant replication Azure Storage maintains your data durable in two locations In both locations Azure Storage constantly maintains multiple healthy replicas of your data The location where you read create update or delete data is the primary storage account location The primary location exists in the region you choose at the time you create an account via the Azure Management Azure classic portal for example North Central US The location to which your data is replicated is the secondary location The secondary location is automatically determined based on the location of the primary it is in a second data center that resides in the same region as the primary location Read only access is available from the secondary location if read access geo redundant replication is enabled for your storage account ']
evaluate,evaluate,VERB,VBG,pcomp,True,False,5,[u'Gets the result of evaluating an automatic scaling formula on the pool This API is primarily for validating an autoscale formula as it simply returns the result without applying the formula to the pool The pool must have auto scaling enabled in order to evaluate a formula ', u'Gets the result of evaluating an automatic scaling formula on the pool This API is primarily for validating an autoscale formula as it simply returns the result without applying the formula to the pool The pool must have auto scaling enabled in order to evaluate a formula ']
autoscaling,autoscaling,NOUN,NN,compound,True,False,1,[u'Manage autoscaling profiles ']
aggregation,aggregation,NOUN,NN,compound,True,False,3,[u'Lists the usage metrics aggregated by pool across individual time intervals for the specified account If you do not specify a filter clause including a poolId the response includes all pools that existed in the account in the time range of the returned aggregation intervals If you do not specify a filter clause including a startTime or endTime these filters default to the start and end times of the last aggregation interval currently available that is only the last aggregation interval is returned ', u'Lists the usage metrics aggregated by pool across individual time intervals for the specified account If you do not specify a filter clause including a poolId the response includes all pools that existed in the account in the time range of the returned aggregation intervals If you do not specify a filter clause including a startTime or endTime these filters default to the start and end times of the last aggregation interval currently available that is only the last aggregation interval is returned ']
test,test,NOUN,NN,ROOT,True,False,3,[u'Test for the existence of a file or folder in a Data Lake Store account ', u' PREVIEW Test if a connection can be established between a Virtual Machine and a given endpoint ']
working,working,NOUN,NN,amod,True,False,1,[u'Deletes a job schedule from the specified account When you delete a job schedule this also deletes all jobs and tasks under that schedule When tasks are deleted all the files in their working directories on the compute nodes are also deleted the retention period is ignored The job schedule statistics are no longer accessible once the job schedule is deleted though they are still counted towards account lifetime statistics ']
traffic,traffic,NOUN,NN,pobj,True,False,19,[u'Display the current distribution of traffic across slots ', u'List traffic manager endpoints ']
os,os,PROPN,NNP,compound,True,False,10,[u'Starts a rolling upgrade to move all virtual machine scale set instances to the latest available Platform Image OS version Instances which are already running the latest available OS version are not affected ', u'Starts a rolling upgrade to move all virtual machine scale set instances to the latest available Platform Image OS version Instances which are already running the latest available OS version are not affected ']
background,background,NOUN,NN,pobj,True,False,2,[u'Deletes a task from the specified job When a task is deleted all of the files in its directory on the compute node where it ran are also deleted regardless of the retention time For multi instance tasks the delete task operation applies synchronously to the primary task subtasks and their files are then deleted asynchronously in the background ', u'Terminates the specified task When the task has been terminated it moves to the completed state For multi instance tasks the terminate task operation applies synchronously to the primary task subtasks are then terminated asynchronously in the background ']
deployment,deployment,NOUN,NN,compound,True,False,51,[u'Configure deployment slot auto swap ', u'Place the CLI in a waiting state until a deployment condition is met ']
immediately,immediately,ADV,RB,advmod,True,False,7,[u'Release the lease The lease may be released if the lease_id specified matches that associated with the container Releasing the lease allows another client to immediately acquire the lease for the container as soon as the release is complete ', u'Deletes the specified table and any data it contains When a table is successfully deleted it is immediately marked for deletion and is no longer accessible to clients The table is later removed from the Table service during garbage collection Note that deleting a table is likely to take at least 40 seconds to complete If an operation is attempted against the table while it was being deleted an class AzureConflictHttpError will be thrown ']
unique,unique,ADJ,JJ,acomp,True,False,1,[u'Check the availability of a resource name This is needed for resources where name is globally unique such as a CDN endpoint ']
ipsec,ipsec,NOUN,NN,compound,True,False,4,[u'Manage VPN connection IPSec policies ', u'List IPSec policies associated with a VPN connection ']
desire,desire,VERB,VBN,amod,True,False,2,[u'Wait for a container service to reach a desired state ', u'Wait for a managed Kubernetes cluster to reach a desired state ']
loss,loss,NOUN,NN,attr,True,False,1,[u'Reboot specified Redis node s This operation requires write permission to the cache resource There can be potential data loss ']
tail,tail,VERB,VB,advcl,True,False,1,[u'Stream the content of a file similar to tail f ']
cognitive,cognitive,PROPN,NNP,compound,True,False,11,[u'Update the properties of an Azure Cognitive Services account ', u'List available Azure Cognitive Services accounts ']
success,success,NOUN,NN,pobj,True,False,1,[u'Deletes a deployment from the deployment history A template deployment that is currently running cannot be deleted Deleting a template deployment removes the associated deployment operations Deleting a template deployment does not affect the state of the resource group This is an asynchronous operation that returns a status of 202 until the template deployment is successfully deleted The Location response header contains the URI that is used to obtain the status of the process While the process is running a call to the URI in the Location header returns a status of 202 When the process finishes the URI in the Location header returns a status of 204 on success If the asynchronous request failed the URI in the Location header returns an error level status code ']
header,header,NOUN,NNS,conj,True,False,5,[u'Get the service URI and custom headers for the webhook ', u'Deletes a deployment from the deployment history A template deployment that is currently running cannot be deleted Deleting a template deployment removes the associated deployment operations Deleting a template deployment does not affect the state of the resource group This is an asynchronous operation that returns a status of 202 until the template deployment is successfully deleted The Location response header contains the URI that is used to obtain the status of the process While the process is running a call to the URI in the Location header returns a status of 202 When the process finishes the URI in the Location header returns a status of 204 on success If the asynchronous request failed the URI in the Location header returns an error level status code ']
changelog,changelog,NOUN,NNS,ROOT,True,False,1,[u'List changelogs for role assignments ']
manual,manual,ADJ,JJ,amod,True,False,2,[u'Synchronize from the repository Only needed under manual integration mode ', u'Synchronize from the repository Only needed under manual integration mode ']
unprotected,unprotected,ADJ,JJ,amod,True,False,1,[u'Start protecting a previously unprotected Azure VM as per the specified policy to a Recovery services vault ']
server,server,NOUN,NN,poss,True,False,86,[u'Manage a server s DNS aliases ', u'Get the configuration for a server ']
specific,specific,ADJ,JJ,amod,True,False,5,[u'List all of the executed builds for a registry with the ability to filter by a specific build task ', u'Retrieve invoice of specific name of the subscription']
collect,collect,VERB,VBN,relcl,True,False,1,[u'Show the default config file which defines data to be collected ']
boolean,boolean,ADJ,JJ,dobj,True,False,4,[u'Returns a boolean indicating whether the collection exists ', u'Returns a boolean indicating whether the table exists ']
t,t,NOUN,NN,dep,True,False,2,[u'Stop an instance of the Data Migration Service While stopped it can t be used to run data migrations and the owner won t be billed ', u'Stop an instance of the Data Migration Service While stopped it can t be used to run data migrations and the owner won t be billed ']
specifie,specifie,NOUN,NNS,xcomp,True,False,1,[u'Adds a new message to the back of the message queue The visibility timeout specifies the time that the message will be invisible After the timeout expires the message will become visible If a visibility timeout is not specified the default value of 0 is used The message time to live specifies how long a message will remain in the queue The message will be deleted from the queue when the time to live period expires If the key encryption key field is set on the local service object this method will encrypt the content before uploading ']
fully,fully,ADV,RB,advmod,True,False,1,[u'Scaffold fully formed autoscale settings parameters as json template ']
become,become,VERB,VB,ccomp,True,False,2,[u'Adds a new message to the back of the message queue The visibility timeout specifies the time that the message will be invisible After the timeout expires the message will become visible If a visibility timeout is not specified the default value of 0 is used The message time to live specifies how long a message will remain in the queue The message will be deleted from the queue when the time to live period expires If the key encryption key field is set on the local service object this method will encrypt the content before uploading ', u'Updates the visibility timeout of a message You can also use this operation to update the contents of a message This operation can be used to continually extend the invisibility of a queue message This functionality can be useful if you want a worker role to lease a queue message For example if a worker role calls get_messages and recognizes that it needs more time to process a message it can continually extend the message s invisibility until it is processed If the worker role were to fail during processing eventually the message would become visible again and another worker role could process it If the key encryption key field is set on the local service object this method will encrypt the content before uploading ']
security,security,NOUN,NN,compound,True,False,28,[u'Delete a network security group rule ', u'Create a network security group rule ']
soft,soft,ADJ,JJ,amod,True,False,3,[u'Recovers the deleted certificate back to its current version under certificates The RecoverDeletedCertificate operation performs the reversal of the Delete operation The operation is applicable in vaults enabled for soft delete and must be issued during the retention interval available in the deleted certificate s attributes ', u'The undelete Blob operation restores the contents and metadata of soft deleted blob or snapshot Attempting to undelete a blob or snapshot that is not soft deleted will succeed without any changes ']
page,page,NOUN,NN,compound,True,False,10,[u'Copies a blob asynchronously This operation returns a copy operation properties object including a copy ID you can use to check or abort the copy operation The Blob service copies blobs on a best effort basis The source blob for a copy operation may be a block blob an append blob or a page blob If the destination blob already exists it must be of the same blob type as the source blob Any existing destination blob will be overwritten The destination blob cannot be modified while a copy operation is in progress When copying from a page blob the Blob service creates a destination page blob of the source blob s length initially containing all zeroes Then the source page ranges are enumerated and non empty ranges are copied For a block blob or an append blob the Blob service creates a committed blob of zero length before returning from this operation When copying from a block blob all committed blocks and their block IDs are copied Uncommitted blocks are not copied At the end of the copy operation the destination blob will have the same committed block count as the source When copying from an append blob all committed blocks are copied At the end of the copy operation the destination blob will have the same committed block count as the source For all blob types you can call get_blob_properties on the destination blob to check the status of the copy operation The final blob will be committed when the copy completes ', u'Copies a blob asynchronously This operation returns a copy operation properties object including a copy ID you can use to check or abort the copy operation The Blob service copies blobs on a best effort basis The source blob for a copy operation may be a block blob an append blob or a page blob If the destination blob already exists it must be of the same blob type as the source blob Any existing destination blob will be overwritten The destination blob cannot be modified while a copy operation is in progress When copying from a page blob the Blob service creates a destination page blob of the source blob s length initially containing all zeroes Then the source page ranges are enumerated and non empty ranges are copied For a block blob or an append blob the Blob service creates a committed blob of zero length before returning from this operation When copying from a block blob all committed blocks and their block IDs are copied Uncommitted blocks are not copied At the end of the copy operation the destination blob will have the same committed block count as the source When copying from an append blob all committed blocks are copied At the end of the copy operation the destination blob will have the same committed block count as the source For all blob types you can call get_blob_properties on the destination blob to check the status of the copy operation The final blob will be committed when the copy completes ']
towards,towards,ADP,IN,prep,True,False,1,[u'Deletes a job schedule from the specified account When you delete a job schedule this also deletes all jobs and tasks under that schedule When tasks are deleted all the files in their working directories on the compute nodes are also deleted the retention period is ignored The job schedule statistics are no longer accessible once the job schedule is deleted though they are still counted towards account lifetime statistics ']
grouping,grouping,NOUN,NNS,dobj,True,False,1,[u'Manage groupings of virtual machines in an Azure Virtual Machine Scale Set VMSS ']
accessible,accessible,ADJ,JJ,acomp,True,False,4,[u'Deletes the specified table and any data it contains When a table is successfully deleted it is immediately marked for deletion and is no longer accessible to clients The table is later removed from the Table service during garbage collection Note that deleting a table is likely to take at least 40 seconds to complete If an operation is attempted against the table while it was being deleted an class AzureConflictHttpError will be thrown ', u'Deletes the specified queue and any messages it contains When a queue is successfully deleted it is immediately marked for deletion and is no longer accessible to clients The queue is later removed from the Queue service during garbage collection Note that deleting a queue is likely to take at least 40 seconds to complete If an operation is attempted against the queue while it was being deleted an class AzureConflictHttpError will be thrown ']
because,because,ADP,IN,mark,True,False,1,[u'Deletes a pool from the specified account When you request that a pool be deleted the following actions occur the pool state is set to deleting any ongoing resize operation on the pool are stopped the Batch service starts resizing the pool to zero nodes any tasks running on existing nodes are terminated and requeued as if a resize pool operation had been requested with the default requeue option finally the pool is removed from the system Because running tasks are requeued the user can rerun these tasks by updating their job to target a different pool The tasks can then run on the new pool If you want to override the requeue behavior then you should call resize pool explicitly to shrink the pool to zero size before deleting the pool If you call an Update Patch or Delete API on a pool in the deleting state it will fail with HTTP status code 409 with error code PoolBeingDeleted ']
deal,deal,VERB,VBN,conj,True,False,1,[u'Disables the specified job preventing new tasks from running The Batch Service immediately moves the job to the disabling state Batch then uses the disableTasks parameter to determine what to do with the currently running tasks of the job The job remains in the disabling state until the disable operation is completed and all tasks have been dealt with according to the disableTasks option the job then moves to the disabled state No new tasks are started under the job until it moves back to active state If you try to disable a job that is in any state other than active disabling or disabled the request fails with status code 409 ']
200,200,NUM,CD,compound,False,False,1,[u'Gets the task counts for the specified job Task counts provide a count of the tasks by active running or completed task state and a count of tasks which succeeded or failed Tasks in the preparing state are counted as running If the validationStatus is unvalidated then the Batch service has not been able to check state counts against the task states as reported in the List Tasks API The validationStatus may be unvalidated if the job contains more than 200 000 tasks ']
do,do,VERB,VBZ,aux,True,False,26,[u'Returns all user defined metadata and system properties for the specified directory The data returned does not include the directory s list of files ', u'Retrieves one or more messages from the front of the queue but does not alter the visibility of the message Only messages that are visible may be retrieved When a message is retrieved for the first time with a call to get_messages its dequeue_count property is set to 1 If it is not deleted and is subsequently retrieved again the dequeue_count property is incremented The client may use this value to determine how many times a message has been retrieved Note that a call to peek_messages does not increment the value of DequeueCount but returns this value for the client to read If the key encryption key or resolver field is set on the local service object the messages will be decrypted before being returned ']
windows,windows,PROPN,NNP,nmod,True,False,1,[u'Provision Linux or Windows virtual machines ']
successfully,successfully,ADV,RB,advmod,True,False,7,[u'Deletes the specified table and any data it contains When a table is successfully deleted it is immediately marked for deletion and is no longer accessible to clients The table is later removed from the Table service during garbage collection Note that deleting a table is likely to take at least 40 seconds to complete If an operation is attempted against the table while it was being deleted an class AzureConflictHttpError will be thrown ', u'Deletes the specified queue and any messages it contains When a queue is successfully deleted it is immediately marked for deletion and is no longer accessible to clients The queue is later removed from the Queue service during garbage collection Note that deleting a queue is likely to take at least 40 seconds to complete If an operation is attempted against the queue while it was being deleted an class AzureConflictHttpError will be thrown ']
some,some,DET,DT,det,True,False,1,[u'List the Tasks within a Project Some tasks may have a status of Unknown which indicates that an error occurred while querying the status of that task ']
back,back,VERB,VBN,amod,True,False,19,[u'Restore disks of the backed VM from the specified recovery point ', u'Recovers the deleted secret back to its current version under secrets Authorization requires the secrets recover permission ']
streaming,streaming,NOUN,NN,compound,True,False,16,[u'List all the streaming policies within an Azure Media Services account ', u'Manage streaming policies for an Azure Media Services account ']
